,Unnamed: 0,block_order,block_name,stimuli,valence,random_fixation,movement,accuracy,response_time,ImpVsExp,participant,Group,Race,Gender,Duration (in seconds),ResponseId,Age,CurrentGender,Sex,RaceEthnicity,Check1_1,Political_1,Zip,Occupations,PSYID,FTBlack_1,VCNegBlack_1,VCPosBlack_1,ECBlack_Neighbors,ECBlack_WorkColleagues,ECBlack_CloseFriends,ECBlack_Married,FTWhite_1,VCNegWhite_1,VCPosWhite_1,ECWhite_Neighbors,ECWhite_WorkColleagues,ECWhite_CloseFriends,ECWhite_Married,MiniIPI_1_1,MiniIPI_1_2,MiniIPI_1_3,MiniIPI_1_4,MiniIPI_1_5,MiniIPI_2_1,MiniIPI_2_2,MiniIPI_2_3,MiniIPI_2_4,MiniIPI_2_5,MiniIPI_3_1,MiniIPI_3_2,MiniIPI_3_3,MiniIPI_3_4,MiniIPI_3_5,MiniIPI_4_1,MiniIPI_4_2,MiniIPI_4_3,MiniIPI_4_4,MiniIPI_4_5,Unclear,Comments ,expected_ir,accuracy_total,race,gender,Total RT Approach Male,Total RT Avoid Male,Total RT Approach Female,Total RT Avoid Female,Total RT Approach Black,Total RT Avoid Black,Total RT Approach White,Total RT Avoid White,Avg Total RT Approach Male,Avg Total RT Avoid Male,Avg Total RT Approach Female,Avg Total RT Avoid Female,Avg Total RT Approach Black,Avg Total RT Avoid Black,Avg Total RT Approach White,Avg Total RT Avoid White,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism
11611,30960,1,blkTestCatAAp,26,1,2000,Avoid,1,475,Explicit,s.68ff1ec8-3843-4923-a2cb-1ef8a6042f77.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,618,R_3hlMhWsKCLfOr25,21,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Slightly liberal,68528,Prefer not to say,D3zpGnrdg6,60,5,5.0,2,2,2,2,60,6,6.0,All,All,All,All,3,2,3,4,4,4,3,3,1,3,3,3,3,2,1,4,3,2,3,3,No,No,0.6,0.925,white,male,4345.0,4350.0,3791.0,3274.0,8136.0,0.0,0.0,7624.0,434.5,435.0,421.22222222222223,409.25,428.2105263157895,0.0,0.0,423.55555555555554,2.75,2.75,3.5,2.75,2.5
11648,31062,1,blkTestCatAAp,65,2,1500,Approach,1,646,Explicit,s.4ab04777-247b-4613-960f-2902c1b58c7f.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,3667,R_OuLKIgK8tdWHXYB,27,Female,Female,Black or African American alone,Absolutely not true,Moderate,30331,Information services,qD452TxCeL,100,1,7.0,All,All,All,All,60,4,5.0,None,3,None,None,5,5,3,2,3,2,3,4,3,5,4,4,4,2,5,3,5,3,2,2,,Study seem a little racist ,0.6,0.85,black,female,6026.0,9518.0,6250.0,7075.0,12276.0,0.0,0.0,16593.0,669.5555555555555,1057.5555555555557,694.4444444444445,1010.7142857142857,682.0,0.0,0.0,1037.0625,3.75,3.5,3.5,4.25,2.25
11682,31160,1,blkTestCatAAp,26,1,900,Avoid,1,687,Explicit,s.51ba1123-bf5d-4757-8976-080c5b2f3f26.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,14250,R_2CQjw1EgrLF9LNq,29,Female,Female,Black or African American alone,Absolutely not true,Slightly liberal,80236,Other,8Gty4rHQEC,100,3,6.0,All,All,All,All,60,3,5.0,3,All,2,None,3,5,4,2,4,4,5,5,2,4,4,5,4,2,4,4,5,5,3,4,Nothing about this study was unclear.,"I thought the concept was actually very interesting and engaging. I was curious at first when I saw the instructions about black faces and white faces, I wasn't quite sure where this was going. But in the end I understand the idea and the process.",0.6,1.0,white,male,6350.0,6522.0,5760.0,5870.0,12110.0,0.0,0.0,12392.0,635.0,652.2,576.0,587.0,605.5,0.0,0.0,619.6,4.0,4.5,3.75,5.0,2.25
11722,31260,1,blkTestCatAAp,65,2,1600,Approach,1,759,Explicit,s.f1ac1e76-9e8e-41dd-a660-a75db5f1f899.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,996,R_2UhcoY4oewv9Iq3,31,Female,Female,Black or African American alone,Absolutely not true,Liberal,90275,Other,PdP8OqOmgA,73,2,5.0,None,None,3,4,62,3,5.0,3,None,None,None,2,4,4,2,4,2,4,4,3,4,2,3,3,2,4,4,4,4,4,4,Nothing was unclear,,0.6,1.0,black,female,7110.0,9294.0,6842.0,8160.0,13952.0,0.0,0.0,17454.0,711.0,929.4,684.2,816.0,697.6,0.0,0.0,872.7,4.0,3.75,2.5,3.75,2.75
11762,31360,1,blkTestCatAAp,26,1,1100,Avoid,1,552,Explicit,s.41fb5311-5c30-4fb7-841d-e71e7a5e00f0.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,4096,R_3CJfVLzp9PpNRCy,32,Male,Male,Black or African American alone,Absolutely not true,Liberal,39211,Other,OmqDjB9PJz,100,1,7.0,5,4,All,All,61,2,5.0,4,5,4,2,2,3,4,3,4,3,2,2,3,3,4,4,3,3,5,2,4,5,3,5,no,,0.6,0.9,white,male,10257.0,6670.0,6833.0,9954.0,17090.0,0.0,0.0,16624.0,1139.6666666666667,833.75,759.2222222222222,995.4,949.4444444444445,0.0,0.0,923.5555555555555,4.25,3.5,2.75,3.25,3.0
11798,31460,1,blkTestCatAAp,45,1,1200,Avoid,1,478,Explicit,s.cdc1b7ee-e057-4b99-9f10-3be5f7f73fb5.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,782,R_1DN0iTsGAg8GvQ4,38,Male,Male,Black or African American alone,Absolutely not true,Moderate,70116,Prefer not to say,VXvSyLwHVp,32,5,2.0,All,4,2,3,50,3,3.0,None,5,3,None,1,5,2,4,1,1,3,2,1,3,1,4,4,3,3,1,2,3,4,3,Everything was clear.,No,0.6,1.0,white,female,4910.0,6132.0,5734.0,6045.0,10644.0,0.0,0.0,12177.0,491.0,613.2,573.4,604.5,532.2,0.0,0.0,608.85,2.5,2.75,1.0,3.5,3.0
11838,31560,1,blkTestCatAAp,30,1,1500,Avoid,1,1292,Explicit,s.4bd7f497-75b0-44ee-9351-e94ecf40c8b0.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1202,R_BRIFEE8HkY2nqzT,33,Female,Female,Black or African American alone,Absolutely not true,Conservative,28212,Finance,NgxFuZx5OZ,54,5,5.0,4,None,4,All,52,6,3.0,2,5,None,None,5,5,5,1,3,3,3,4,1,4,4,5,5,1,5,1,5,5,2,5,No I enjoyed,Thank You for allowing me to take!,0.6,1.0,white,male,11338.0,10366.0,11130.0,9790.0,22468.0,0.0,0.0,20156.0,1133.8,1036.6,1113.0,979.0,1123.4,0.0,0.0,1007.8,4.25,4.75,3.25,4.5,1.25
11878,31660,1,blkTestCatAAp,37,1,1700,Avoid,1,918,Explicit,s.2dcd889a-c62a-4462-9fec-89c55bf52f53.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1522,R_3Mzk3xXlzzKD7yC,27,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,23233,Other,S4e7hKXqZH,55,2,4.0,2,4,3,None,50,3,4.0,All,All,All,5,3,2,1,3,4,3,2,2,2,5,2,1,2,3,5,2,2,2,3,4,,,0.6,1.0,white,female,7899.0,7339.0,7250.0,7503.0,15149.0,0.0,0.0,14842.0,789.9,733.9,725.0,750.3,757.45,0.0,0.0,742.1,4.5,1.75,2.5,1.75,2.75
11918,31760,1,blkTestCatAAp,36,1,1000,Avoid,1,592,Explicit,s.0def2690-10e0-4d08-8fd2-bb5a9bf234dd.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1240,R_1mec3zxyyntbE4s,34,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Slightly liberal,32174,Other,BpJZp6bCqm,70,2,5.0,2,3,2,3,70,3,6.0,All,All,All,All,3,4,4,2,4,4,4,4,3,3,3,3,2,3,4,4,5,5,4,5,"Some of your questions don't make sense such as asking if I ""prefer older"". And the scale with how many people you know are black or white cloud use numerical score.",It's a bit longer than advertised.,0.6,1.0,white,female,6701.0,6533.0,6444.0,6148.0,13145.0,0.0,0.0,12681.0,670.1,653.3,644.4,614.8,657.25,0.0,0.0,634.05,4.0,3.75,3.5,4.0,3.0
11958,31860,1,blkTestCatAAp,58,2,1100,Approach,1,352,Explicit,s.941d29fd-8a08-4658-9233-6fd37892e94e.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,777,R_3JrQ9stKSuBNV39,33,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Liberal,89108,Health care,ORBceqQnrJ,82,2,5.0,3,3,2,None,79,2,5.0,2,3,3,None,4,4,2,2,4,4,4,4,4,4,4,4,4,2,4,2,4,2,4,4,"Maybe the overall purpose, but not the process",,0.6,1.0,black,female,5452.0,4990.0,6209.0,5794.0,11661.0,0.0,0.0,10784.0,545.2,499.0,620.9,579.4,583.05,0.0,0.0,539.2,4.0,3.0,3.5,4.0,3.0
11998,31960,1,blkTestCatAAp,60,2,900,Approach,1,883,Explicit,s.0edcb628-6b97-4dc4-b829-7a0c4b06f1bf.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,696,R_1lAgYrB5hVPyyRp,33,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Strongly liberal,23661,Other,JFwpzGLw2y,100,1,7.0,4,None,3,None,100,2,7.0,4,None,5,None,1,5,4,2,4,2,5,5,4,5,4,5,5,2,5,1,4,5,4,5,no,no,0.6,0.95,black,female,4805.0,5898.0,6353.0,5435.0,11158.0,0.0,0.0,11333.0,533.8888888888889,655.3333333333334,635.3,543.5,587.2631578947369,0.0,0.0,596.4736842105264,4.75,4.75,2.0,4.75,3.0
12036,32060,1,blkTestCatAAp,45,1,1700,Avoid,1,631,Explicit,s.7a75cb40-9362-4f74-b7ba-1705b998bc9c.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,729,R_3KNhqTDYYvGhCdw,21,Female,Female,Black or African American alone,Absolutely not true,Liberal,19120,Other,AgfT3VLXxz,100,2,6.0,5,5,5,5,75,3,5.0,4,4,4,2,5,5,2,4,5,4,3,4,4,4,4,5,4,5,4,4,3,3,2,5,,,0.6,0.95,white,female,5261.0,5659.0,4551.0,5246.0,9812.0,0.0,0.0,10905.0,526.1,565.9,568.875,524.6,545.1111111111111,0.0,0.0,545.25,4.5,3.25,4.25,4.0,3.75
12074,32160,1,blkTestCatAAp,33,1,1800,Avoid,1,2082,Explicit,s.aef7ea94-f121-42b0-bdae-45b45c7a5ea7.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1053,R_8dABHnTEmepLUAh,42,Female,Female,Black or African American alone,Absolutely not true,Conservative,67401,Other,ThLQCkQ63m,100,1,5.0,All,All,2,3,81,1,5.0,All,All,3,None,3,4,5,4,3,1,3,5,2,3,2,3,5,4,5,2,3,4,2,3,no,no,0.6,0.775,white,male,5617.0,6523.0,6243.0,4175.0,11860.0,0.0,0.0,10698.0,702.125,815.375,780.375,596.4285714285714,741.25,0.0,0.0,713.2,3.5,4.75,2.0,3.25,3.0
12105,32260,1,blkTestCatAAp,40,1,1800,Avoid,1,687,Explicit,s.1890cf4e-399c-4274-9ba6-4f9c479d5c09.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,2233,R_3Rg6Crjo9y98dx0,36,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Slightly liberal,71112,Other,hcsz74YaN2,65,3,5.0,3,3,2,None,65,3,5.0,All,All,All,All,1,4,4,4,5,2,4,2,3,4,1,4,3,3,4,2,4,3,4,5,,,0.6,1.0,white,female,6736.0,8202.0,8510.0,7937.0,15246.0,0.0,0.0,16139.0,673.6,820.2,851.0,793.7,762.3,0.0,0.0,806.95,4.5,3.0,1.5,4.0,3.5
12145,32360,1,blkTestCatAAp,56,2,1800,Approach,1,828,Explicit,s.e330317b-c329-4993-89fb-3c82e389a1ac.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1412,R_1pDWKNtURSyIUlX,40,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,44685,Other,pOSkCH6UJq,71,4,5.0,2,2,None,None,92,3,6.0,All,5,5,5,1,4,3,3,3,3,4,4,2,3,3,4,4,3,3,3,3,4,2,4,Nothing,"No, I do not. ",0.6,1.0,black,female,6317.0,6210.0,6630.0,5587.0,12947.0,0.0,0.0,11797.0,631.7,621.0,663.0,558.7,647.35,0.0,0.0,589.85,3.25,3.75,2.5,3.75,2.5
12185,32460,1,blkTestCatAAp,60,2,1900,Approach,1,973,Explicit,s.3c6076ed-607c-4469-9f50-288fe5cc3eb5.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,793,R_3NEYrj7mSo2Y8Aj,24,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Slightly conservative,78011,Other,PGe6weGgnc,74,3,4.0,None,None,None,None,75,3,6.0,2,4,5,5,4,5,2,4,1,4,3,1,1,4,4,5,5,4,4,4,5,2,4,2,,,0.6,0.925,black,female,5865.0,7227.0,6897.0,6874.0,12762.0,0.0,0.0,14101.0,733.125,722.7,689.7,763.7777777777778,709.0,0.0,0.0,742.1578947368421,2.75,2.5,4.0,4.5,3.25
12222,32560,1,blkTestCatAAp,52,2,900,Approach,1,852,Explicit,s.745cbece-9754-4485-a312-2f90d6e34005.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,827,R_Uur6NllKAfCPei5,20,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Conservative,85281,Other,DuHAkV5gqH,71,1,5.0,4,4,4,4,80,1,6.0,5,4,5,5,3,5,4,4,2,2,4,5,4,3,2,5,4,4,2,2,3,4,2,3,No,No,0.6,1.0,black,male,7436.0,6859.0,7538.0,7042.0,14974.0,0.0,0.0,13901.0,743.6,685.9,753.8,704.2,748.7,0.0,0.0,695.05,2.5,4.25,2.25,4.25,3.5
12262,32660,1,blkTestCatAAp,63,2,1400,Approach,1,725,Explicit,s.b12ae35d-0c39-4edc-a848-1c3d3d4a3e26.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,758,R_1mJCgrUnlS7s1I4,32,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Conservative,48045,Information services,Hvp5nJr3Vj,100,2,6.0,2,2,2,2,100,4,6.0,4,4,4,4,5,5,5,5,5,5,4,4,3,3,4,4,4,3,4,2,4,3,4,5,Just the initial back and forth with the images ,None,0.6,0.95,black,female,4972.0,5130.0,5913.0,5523.0,10885.0,0.0,0.0,10653.0,497.2,570.0,657.0,552.3,572.8947368421053,0.0,0.0,560.6842105263158,4.25,4.0,4.0,4.25,3.75
12300,32760,1,blkTestCatAAp,53,2,1400,Approach,1,403,Explicit,s.8f160e0b-68c3-49d9-a0db-984c16d8b084.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,667,R_RQxOklCHvgdChqh,24,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Slightly conservative,6405,Health care,G9NpFEhRJk,70,3,6.0,3,All,3,None,82,4,5.0,5,All,4,All,2,4,4,2,4,4,4,5,3,5,3,4,5,2,4,3,4,5,2,4,no,no,0.6,0.975,black,male,3891.0,3817.0,3977.0,3756.0,7868.0,0.0,0.0,7573.0,389.1,381.7,441.8888888888889,375.6,414.10526315789474,0.0,0.0,378.65,4.25,4.75,3.0,4.0,2.25
12339,32860,1,blkTestCatAAp,43,1,1200,Avoid,1,1242,Explicit,s.b02b5a5c-b108-4da6-a936-655858358ee0.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,987,R_wLyL3BI3aa7viJr,71,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Slightly conservative,34711,Other,3LRmO5B7Bm,70,2,6.0,4,4,4,4,71,2,5.0,4,4,4,4,4,4,3,4,5,4,4,2,2,5,4,4,2,2,4,4,4,3,4,5,Nope.,This was fun...but I would be more interested in the purpose of the study.,0.6,1.0,white,female,8235.0,7715.0,7321.0,8297.0,15556.0,0.0,0.0,16012.0,823.5,771.5,732.1,829.7,777.8,0.0,0.0,800.6,4.75,2.5,4.0,4.0,3.0
12379,32960,1,blkTestCatAAp,42,1,1600,Avoid,1,445,Explicit,s.0681fd8d-f600-4989-93d6-51aef70d5d30.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,855,R_22nKWi37ghqIQhl,49,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,68005,Other,Yw2pcOwDXT,81,2,6.0,4,4,4,4,80,5,5.0,5,5,5,5,3,4,5,3,4,3,4,4,2,4,3,4,4,4,4,3,2,4,4,5,no,no,0.6,1.0,white,female,5290.0,5352.0,5212.0,5251.0,10502.0,0.0,0.0,10603.0,529.0,535.2,521.2,525.1,525.1,0.0,0.0,530.15,4.25,4.25,3.0,3.5,3.25
12419,33061,1,blkTestCatAAp,29,1,1600,Avoid,1,458,Explicit,s.2269a53f-ade3-4193-9af9-0a85ccc3dbc4.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,691,R_3sdm1nHjXeUi3pF,33,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Slightly conservative,30710,Publishing,rd2GdgaAOC,69,4,5.0,None,3,3,2,73,4,5.0,All,All,All,5,1,4,2,5,5,1,2,2,3,5,1,4,4,3,5,1,2,3,2,5,No.,No further comments.,0.6,0.975,white,male,3826.0,4533.0,4349.0,4681.0,8175.0,0.0,0.0,9214.0,382.6,453.3,483.22222222222223,468.1,430.2631578947368,0.0,0.0,460.7,5.0,2.75,1.0,3.0,3.25
12458,33160,1,blkTestCatAAp,37,1,1300,Avoid,1,975,Explicit,s.8ff801d3-2a7d-48f7-a8d4-eb08a8bd0eea.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,722,R_1MRq9DBZymRDFA7,45,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Conservative,47591,Legal services,4RfedsgQee,100,1,4.0,None,None,None,None,55,5,5.0,All,All,All,All,2,4,5,2,5,2,5,3,3,4,2,4,4,4,3,2,4,2,5,5,I don't know the point of the study,No.,0.6,0.95,white,female,4618.0,6367.0,6528.0,6534.0,11146.0,0.0,0.0,12901.0,577.25,636.7,652.8,653.4,619.2222222222222,0.0,0.0,645.05,4.25,3.5,2.0,4.25,3.5
12496,33260,1,blkTestCatAAp,47,2,900,Approach,1,280,Explicit,s.8a8652fc-385d-44c3-8344-41ae417835e3.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,804,R_1mXxXHg4CLc6Da8,43,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Liberal,68122,Health care,e4Kkzh5NhG,97,2,6.0,4,4,3,None,95,5,6.0,5,5,5,5,3,2,2,3,4,3,4,1,2,4,4,4,4,4,4,4,4,4,3,4,no,no,0.6,0.875,black,male,4653.0,3237.0,3622.0,4468.0,8275.0,0.0,0.0,7705.0,465.3,462.42857142857144,452.75,446.8,459.72222222222223,0.0,0.0,453.2352941176471,4.0,2.75,3.5,3.5,3.0
12531,33360,1,blkTestCatAAp,41,1,800,Avoid,1,632,Explicit,s.a9497989-3f06-4c35-bdf2-7e8225e39e28.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1029,R_1kSnIA9LDYRHBTd,65,Female,Female,Black or African American alone,Absolutely not true,Slightly liberal,48234,Prefer not to say,w4RsUejjKu,100,1,7.0,5,3,All,All,100,1,7.0,3,3,3,2,1,5,5,2,1,3,3,4,2,3,3,3,4,2,3,2,4,5,2,2,No,,0.6,1.0,white,female,8476.0,9008.0,8818.0,7153.0,17294.0,0.0,0.0,16161.0,847.6,900.8,881.8,715.3,864.7,0.0,0.0,808.05,2.25,4.5,2.25,3.75,2.0
12571,33460,1,blkTestCatAAp,49,2,1500,Approach,1,408,Explicit,s.5ab02520-c97a-47ff-8533-713822b7310d.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,671,R_3nvmnXZyz1RS1ZB,24,Female,Female,Black or African American alone,Absolutely not true,Liberal,30213,Other,bLmgVSJ4fG,84,4,5.0,4,5,All,5,70,2,5.0,2,2,None,None,2,5,3,4,2,2,5,1,2,5,4,4,4,2,4,4,5,5,5,4,none,none,0.6,1.0,black,male,4962.0,4687.0,4742.0,4112.0,9704.0,0.0,0.0,8799.0,496.2,468.7,474.2,411.2,485.2,0.0,0.0,439.95,3.75,3.25,3.0,4.75,3.25
12611,33560,1,blkTestCatAAp,65,2,1100,Approach,1,888,Explicit,s.c61c5930-9405-4e03-b383-c37bc571bc66.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,5476,R_2WuvK3NiEXgHVlv,56,Female,Female,Black or African American alone,Absolutely not true,Moderate,33023,Health care,k5ey8Uj379,95,3,6.0,All,All,All,All,70,4,6.0,3,5,4,None,2,5,2,1,4,1,4,4,3,3,2,5,4,3,3,2,5,5,4,2,"No, the survey questions were all understandable",No,0.6,1.0,black,female,6747.0,6630.0,6749.0,6827.0,13496.0,0.0,0.0,13457.0,674.7,663.0,674.9,682.7,674.8,0.0,0.0,672.85,3.0,3.75,1.75,4.75,2.75
12651,33660,1,blkTestCatAAp,32,1,1400,Avoid,1,334,Explicit,s.ebe629b6-c41c-4b3f-9311-17a9046509fd.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1050,R_2D8n66suSpgTo7y,46,Male,Male,Black or African American alone,Absolutely not true,Conservative,28139,Other,6Xs6spGtNT,64,5,6.0,All,5,5,5,88,5,6.0,5,5,5,5,5,5,5,4,4,2,2,2,2,2,5,5,5,5,1,2,2,2,2,2,yes it was,i dont,0.6,0.675,white,male,3796.0,4053.0,2048.0,1185.0,5844.0,0.0,0.0,5238.0,542.2857142857143,579.0,292.57142857142856,197.5,417.42857142857144,0.0,0.0,402.9230769230769,2.25,3.5,3.5,3.5,3.25
12678,33760,1,blkTestCatAAp,42,1,1600,Avoid,1,723,Explicit,s.f1552de2-af97-4613-bd2e-80d346696dd2.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1321,R_el1M2UT3pMWxdkt,39,Female,Female,Black or African American alone,Absolutely not true,Moderate,20907,Information services,v3usMrR2qC,77,4,4.0,3,3,3,3,49,4,4.0,3,3,3,3,3,4,2,3,3,3,3,2,3,3,2,3,3,3,3,2,3,3,3,3,"Yes, the question about in group. It wasn't clear to me whether the in-group was referring to neighbors, or if the ingroup was close social circle and who they interact with. I was confused about that. ",No. ,0.6,1.0,white,female,9175.0,9284.0,11723.0,10009.0,20898.0,0.0,0.0,19293.0,917.5,928.4,1172.3,1000.9,1044.9,0.0,0.0,964.65,3.0,2.5,2.5,3.25,3.0
12718,33860,1,blkTestCatAAp,58,2,1000,Approach,1,2166,Explicit,s.679d92ed-05ae-468e-8d33-387b43c9e33c.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,2715,R_benHQHEq09IFos1,76,Female,Female,Black or African American alone,Absolutely not true,Liberal,48310,Other,AAOVqNy2EV,97,3,6.0,2,None,5,5,49,4,4.0,None,None,None,3,2,4,4,3,4,4,4,2,2,3,3,4,4,2,3,4,4,4,2,3,no,no,0.6,1.0,black,female,7463.0,9352.0,9213.0,10248.0,16676.0,0.0,0.0,19600.0,746.3,935.2,921.3,1024.8,833.8,0.0,0.0,980.0,3.25,3.5,3.25,4.0,2.25
12758,33960,1,blkTestCatAAp,60,2,2000,Approach,1,412,Explicit,s.722ebd74-27e3-46ee-b0be-21c3a138f814.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1170,R_d3ZfHsDBrioXYAN,34,Female,Female,Black or African American alone,Absolutely not true,Slightly liberal,70663,Information services,ac2y2KFzyQ,73,4,5.0,3,3,3,3,84,3,6.0,4,4,4,3,3,3,3,4,5,3,3,4,4,4,4,5,3,3,5,2,4,3,3,5,nothing about this survey was unclear.,Great survey,0.6,0.975,black,female,6810.0,5625.0,6174.0,6289.0,12984.0,0.0,0.0,11914.0,681.0,625.0,617.4,628.9,649.2,0.0,0.0,627.0526315789474,4.75,3.25,3.0,3.75,3.5
12797,34060,1,blkTestCatAAp,27,1,1000,Avoid,1,1460,Explicit,s.77f79ca8-8ef4-4add-998e-c7cb73594c38.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,980,R_2TXXdS3HNEsOHES,49,Female,Female,Black or African American alone,Absolutely not true,Slightly conservative,30045,Finance,b43rgU5cpu,100,1,7.0,4,None,5,4,72,5,5.0,5,All,3,3,3,4,3,2,3,2,4,3,3,3,2,4,4,2,4,4,4,4,3,4,"No, not at all",Not at this time,0.6,1.0,white,male,9217.0,10646.0,12058.0,10144.0,21275.0,0.0,0.0,20790.0,921.7,1064.6,1205.8,1014.4,1063.75,0.0,0.0,1039.5,3.5,3.5,2.75,4.0,2.5
12837,34160,1,blkTestCatAAp,47,2,1100,Approach,1,533,Explicit,s.f293c16f-f947-4720-a1c8-d776ee1344dc.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1123,R_QowDYYflPqx1IfD,34,Female,Female,Black or African American alone,Absolutely not true,Moderate,27260,Food services,Q5HAKeOMDz,76,5,3.0,4,2,3,2,75,5,3.0,3,3,2,None,3,4,3,5,5,3,3,3,3,4,3,4,5,3,3,1,3,2,1,5,there wasn't anything unclear. I'm elated to see and complete a survey such as this one.,no additional comments.,0.6,0.975,black,male,5185.0,5727.0,5684.0,5239.0,10869.0,0.0,0.0,10966.0,518.5,636.3333333333334,568.4,523.9,543.45,0.0,0.0,577.1578947368421,4.25,3.25,2.5,3.5,3.0
12876,34260,1,blkTestCatAAp,63,2,1800,Approach,1,675,Explicit,s.41816e5a-2add-40c1-8fb4-b10d2180bba0.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,739,R_2BgLnLQLJLBy6kM,45,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Liberal,39402,Education,KyFnugu7Y9,89,3,7.0,5,All,4,2,62,5,4.0,All,All,All,All,1,4,2,2,5,2,3,2,3,4,2,4,4,3,4,2,3,3,4,5,no,I'm interested to know what the study is measuring and what the exercise with the faces and keyboard shows.,0.6,1.0,black,female,6838.0,7597.0,6900.0,7358.0,13738.0,0.0,0.0,14955.0,683.8,759.7,690.0,735.8,686.9,0.0,0.0,747.75,4.5,2.75,1.75,3.5,3.0
12916,34360,1,blkTestCatAAp,26,1,1100,Avoid,1,493,Explicit,s.3c8f0544-d953-45f2-b0a1-13624c0115e2.txt,Faces_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,872,R_1Iiyfmh1SMbq5GE,60,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Slightly conservative,44321,Other,PYjfLVJ5F3,81,2,6.0,4,4,4,4,80,2,2.0,4,4,4,4,4,4,4,2,2,2,4,4,2,4,4,3,4,2,4,4,4,4,2,4,nothing,nothing,0.6,1.0,white,male,5970.0,6502.0,5515.0,5748.0,11485.0,0.0,0.0,12250.0,597.0,650.2,551.5,574.8,574.25,0.0,0.0,612.5,3.5,4.0,3.5,3.75,2.0
