,Unnamed: 0,block_order,block_name,stimuli,valence,random_fixation,movement,accuracy,response_time,ImpVsExp,participant,Group,Race,Gender,Duration (in seconds),ResponseId,Age,CurrentGender,Sex,RaceEthnicity,Check1_1,Political_1,Zip,Occupations,PSYID,FTBlack_1,VCNegBlack_1,VCPosBlack_1,ECBlack_Neighbors,ECBlack_WorkColleagues,ECBlack_CloseFriends,ECBlack_Married,FTWhite_1,VCNegWhite_1,VCPosWhite_1,ECWhite_Neighbors,ECWhite_WorkColleagues,ECWhite_CloseFriends,ECWhite_Married,MiniIPI_1_1,MiniIPI_1_2,MiniIPI_1_3,MiniIPI_1_4,MiniIPI_1_5,MiniIPI_2_1,MiniIPI_2_2,MiniIPI_2_3,MiniIPI_2_4,MiniIPI_2_5,MiniIPI_3_1,MiniIPI_3_2,MiniIPI_3_3,MiniIPI_3_4,MiniIPI_3_5,MiniIPI_4_1,MiniIPI_4_2,MiniIPI_4_3,MiniIPI_4_4,MiniIPI_4_5,Unclear,Comments ,reindex,accuracy_total,race,gender,Total RT Approach Male,Total RT Avoid Male,Total RT Approach Female,Total RT Avoid Female,Total RT Approach Black,Total RT Avoid Black,Total RT Approach White,Total RT Avoid White,Avg Total RT Approach Male,Avg Total RT Avoid Male,Avg Total RT Approach Female,Avg Total RT Avoid Female,Avg Total RT Approach Black,Avg Total RT Avoid Black,Avg Total RT Approach White,Avg Total RT Avoid White,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism
11110,30110,1,blkTestCatAAp,49,2,1000,Avoid,1,979,Explicit,s.9d2fb10a-3fea-481d-9d94-b866d13322dc.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,887,R_1eIt9s4j07DIRBc,56,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Liberal,98117,Other,dG4J26aC7S,82,1,4.0,5,4,3,4,82,5,5.0,3,All,All,All,1,5,3,2,5,5,4,5,4,4,4,4,4,3,4,4,5,4,5,5,"It seemed really racist, but other than that, the instructions were clear and easy to follow.",I'm curious what you are studying.,,0.9,black,male,8721.0,7051.0,8857.0,10335.0,0.0,17386.0,17578.0,0.0,872.1,1175.1666666666667,885.7,1033.5,0.0,1086.625,878.9,0.0,4.5,4.0,3.5,4.5,3.5
11146,30210,1,blkTestCatAAp,49,2,1400,Avoid,1,1703,Explicit,s.f2d60550-7d1f-40b5-9219-b2875250280d.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,1001,R_TjRH2a95GKW0eml,77,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Conservative,63143,Other,Pj48bSDPQE,72,1,6.0,4,None,3,3,73,1,6.0,4,3,5,4,2,4,4,2,4,3,4,4,2,4,4,3,4,2,4,2,4,4,2,5,Nothing,None,,0.925,black,male,15335.0,11711.0,14754.0,12869.0,0.0,24580.0,30089.0,0.0,1533.5,1463.875,1639.3333333333333,1286.9,0.0,1365.5555555555557,1583.6315789473683,0.0,4.25,4.0,2.75,3.75,2.0
11183,30310,1,blkTestCatAAp,60,2,2000,Avoid,1,3459,Explicit,s.7b0a0e82-d951-4503-8ede-d7d0369376af.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,908,R_2zImlZSxVEIZYQr,23,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Strongly conservative,78717,Other,AWTPTODOHX,100,1,7.0,3,3,3,3,100,1,7.0,4,4,4,4,3,4,4,2,4,4,4,4,2,3,4,4,4,3,4,3,4,4,3,4,nah,nahh,,0.975,black,female,7859.0,6872.0,8929.0,10730.0,0.0,17602.0,16788.0,0.0,785.9,763.5555555555555,892.9,1073.0,0.0,926.421052631579,839.4,0.0,3.75,4.0,3.5,4.0,2.5
11222,30410,1,blkTestCatAAp,58,2,1100,Avoid,1,1643,Explicit,s.a986a9d7-9ce6-41d4-a689-65feb1ce32a9.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,1500,R_2X0ShdcGsu9X2KM,64,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Strongly liberal,60657,Prefer not to say,RpugNRwFnZ,50,4,6.0,None,4,5,3,59,4,5.0,All,4,5,5,3,4,3,3,5,4,3,2,2,5,3,4,4,1,5,3,4,3,2,5,"the idea that a particular name is white or black is strange to me, as i have known many black people with names that, if it had appeared in the exercise, i would have classed as white.","it was rather difficult, especially when answering about the beighbors etc being black or white, for example, i may know someone who is black and also married to someone who is black. i didn't know if i should include them in that group. similarly, when thinking of two white people married to each other. overall, just a strange survey.",,0.975,black,female,10934.0,11385.0,11078.0,13990.0,0.0,25375.0,22012.0,0.0,1093.4,1265.0,1107.8,1399.0,0.0,1335.5263157894738,1100.6,0.0,5.0,3.0,3.25,3.75,2.0
11261,30510,1,blkTestCatAAp,52,2,1100,Avoid,1,1591,Explicit,s.1de44b66-b7a0-4b92-bac0-76def17a4b83.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,1125,R_3ktzUtU6ILhNURM,63,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Slightly conservative,34209,Other,ek8OnBynFY,81,1,6.0,None,2,3,3,80,4,,5,5,5,5,1,4,3,2,4,4,4,4,4,4,2,4,4,2,4,2,4,4,4,4,no,"the name quiz was a bit unusual in that ""black"" names and ""white"" names seem a bit predjudicial",,1.0,black,male,8774.0,10448.0,10026.0,10011.0,0.0,20459.0,18800.0,0.0,877.4,1044.8,1002.6,1001.1,0.0,1022.95,940.0,0.0,4.0,3.75,2.25,4.0,3.0
11301,30610,1,blkTestCatAAp,35,1,1900,Approach,1,1089,Explicit,s.c50c4210-c2fd-4b6e-86bb-df433b4a4ac4.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,1156,R_2fD2fGYZ02XcD3Z,68,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Slightly conservative,33445,Other,AgLM5pr3VA,89,2,6.0,2,3,2,2,91,2,6.0,4,3,5,5,4,4,5,2,3,4,3,5,2,4,4,3,5,1,4,5,4,5,2,4,no,I don't understand who decided what name is white and what name should be black?,,0.8,white,male,9101.0,3504.0,9826.0,12666.0,0.0,16170.0,18927.0,0.0,1011.2222222222222,1168.0,982.6,1266.6,0.0,1243.8461538461538,996.1578947368421,0.0,3.75,5.0,4.25,3.5,1.75
11333,30713,1,blkTestCatAAp,37,1,1500,Approach,1,645,Explicit,s.ae96cfdb-13a2-4910-9551-6eefbfbaac99.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,654,R_DJnCR2M1h0DK2nD,34,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Slightly conservative,20008,Prefer not to say,Uh8xUyTYvD,55,4,5.0,2,None,None,None,52,4,5.0,4,All,5,All,2,4,3,3,3,4,4,3,4,3,4,4,4,4,3,4,4,4,3,3,No,No,,0.775,white,female,6956.0,4303.0,7124.0,4234.0,0.0,8537.0,14080.0,0.0,695.6,717.1666666666666,791.5555555555555,705.6666666666666,0.0,711.4166666666666,741.0526315789474,0.0,3.0,3.5,3.5,4.0,3.5
11364,30810,1,blkTestCatAAp,49,2,1100,Avoid,1,1656,Explicit,s.9f2df9e3-31dd-45fd-96d4-10387c3fb271.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,824,R_xiuVRFzJayHvI9H,33,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Strongly liberal,76903,Other,g3jj3hQH5s,100,1,7.0,All,All,All,3,80,7,7.0,All,All,All,All,2,5,1,5,5,3,2,1,4,5,4,5,2,5,5,1,3,2,4,5,"No, I thought this study was a little strange, but not unclear.","No, I do not.",,0.875,black,male,9343.0,8894.0,8443.0,5722.0,0.0,14616.0,17786.0,0.0,934.3,988.2222222222222,844.3,953.6666666666666,0.0,974.4,889.3,0.0,5.0,1.5,2.5,3.75,4.5
11399,30910,1,blkTestCatAAp,45,1,800,Approach,1,2226,Explicit,s.e90dcb17-53dc-4cf4-9f93-67f3de3940d6.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,2144,R_3lzVsHrJrCRFtxV,53,Female,Female,Black or African American alone,Absolutely not true,Moderate,8075,Other,eYDRg2ZxF9,83,1,7.0,5,5,5,5,97,1,7.0,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,3,5,5,5,5,no,no,,0.925,white,female,11120.0,10315.0,19206.0,11250.0,0.0,21565.0,30326.0,0.0,1390.0,1031.5,2134.0,1125.0,0.0,1078.25,1783.8823529411766,0.0,5.0,5.0,4.5,5.0,3.0
11436,31010,1,blkTestCatAAp,62,2,1900,Avoid,1,1092,Explicit,s.56171dc2-ec41-4a53-ae19-25fa5a4d4daa.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,921,R_3fTMGivAENpYHDu,36,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Slightly liberal,75034,Other,pHuQhxSrnw,30,6,2.0,3,3,2,2,60,3,5.0,4,4,5,5,2,4,1,3,5,1,3,2,4,4,2,4,4,3,4,1,4,4,3,4,No,No,,1.0,black,female,8556.0,9452.0,9875.0,9862.0,0.0,19314.0,18431.0,0.0,855.6,945.2,987.5,986.2,0.0,965.7,921.55,0.0,4.25,2.75,1.5,3.75,3.25
11476,31110,1,blkTestCatAAp,27,1,1300,Approach,1,881,Explicit,s.4e4ab95e-a346-4d3b-b9c7-528718f75944.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,925,R_22D3hx4UafDexwp,45,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,95835,Food services,LVV47F7Whr,40,5,3.0,All,4,2,None,95,2,6.0,None,2,5,All,2,5,2,4,5,4,5,5,2,5,2,5,5,3,5,4,4,5,4,5,nothing,Nope,,1.0,white,male,8899.0,9376.0,9151.0,9489.0,0.0,18865.0,18050.0,0.0,889.9,937.6,915.1,948.9,0.0,943.25,902.5,0.0,5.0,4.25,3.0,4.75,3.25
11516,31210,1,blkTestCatAAp,58,2,800,Avoid,1,1589,Explicit,s.6c2b39c0-381e-4cff-94d0-1cfe68eceb95.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,712,R_1igjNuYhjBbGoRa,33,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Slightly liberal,3070,Education,fbhKCnQkp7,60,2,5.0,5,All,3,None,75,3,5.0,All,All,All,All,2,4,5,1,4,2,2,3,1,2,2,4,4,3,4,3,3,4,2,4,No,None,,1.0,black,female,8294.0,7223.0,7957.0,8154.0,0.0,15377.0,16251.0,0.0,829.4,722.3,795.7,815.4,0.0,768.85,812.55,0.0,3.5,4.0,2.25,3.25,1.75
11556,31310,1,blkTestCatAAp,36,1,900,Approach,1,1512,Explicit,s.5930e917-ff4f-431b-889e-bc9663884a1b.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,698,R_3nBHR2Ahd9LMExu,50,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Strongly liberal,97754,Other,qrpTSgxZjy,0,7,1.0,None,3,None,None,71,1,7.0,5,All,All,All,1,1,2,4,5,5,1,5,5,5,1,1,5,5,5,1,1,5,5,5,nope,to long,,0.925,white,female,7860.0,10177.0,10285.0,11096.0,0.0,21273.0,18145.0,0.0,873.3333333333334,1272.125,1028.5,1109.6,0.0,1181.8333333333333,955.0,0.0,5.0,4.25,2.0,1.0,4.75
11593,31410,1,blkTestCatAAp,55,2,1100,Avoid,1,922,Explicit,s.684348d7-de5e-47c4-807c-1f2acec9e82d.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,789,R_xouv8nmQynyFzHj,40,Male,Male,Black or African American alone,Absolutely not true,Moderate,30312,Other,kgs6UgrhGE,68,3,5.0,4,4,5,3,10,5,3.0,All,All,2,2,2,3,1,4,3,2,4,2,2,2,4,1,4,5,2,1,2,3,4,5,no,no,yes,0.85,black,male,8273.0,7241.0,5030.0,8683.0,0.0,15924.0,13303.0,0.0,919.2222222222222,804.5555555555555,838.3333333333334,868.3,0.0,838.1052631578947,886.8666666666667,0.0,3.0,2.5,2.25,2.5,3.75
11627,31511,1,blkTestCatAAp,32,1,1800,Approach,1,1183,Explicit,s.62c97d4d-665a-48bc-a2f0-0925ebb1cade.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,1004,R_1LzFVwlAgZBGuq3,23,Male,Male,Black or African American alone,Absolutely not true,Liberal,36064,Finance,FV9eAWH4b3,88,2,6.0,5,3,4,All,89,2,6.0,4,5,None,2,2,4,4,4,2,2,3,3,3,4,1,3,4,5,3,4,2,4,4,1,Nothing was really unclear not even instructions.,This study was the funnest study I did ever(I am not lying).,yes,0.825,white,male,8136.0,7236.0,8400.0,6144.0,0.0,13380.0,16536.0,0.0,813.6,904.5,1050.0,877.7142857142857,0.0,892.0,918.6666666666666,0.0,2.5,3.75,2.25,3.0,4.0
11660,31610,1,blkTestCatAAp,40,1,2000,Approach,1,686,Explicit,s.268a937e-dcb2-48e0-95ce-2f8f054cbb01.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,948,R_UKlJ7fONjTHXV1D,45,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Strongly conservative,75116,Education,3O9dnmGNP3,50,4,4.0,None,3,None,None,90,4,6.0,3,All,All,All,1,2,5,3,4,3,3,5,1,1,1,2,3,2,3,1,2,5,4,3,Nothing was unclear while do this study.,,yes,1.0,white,female,8478.0,8131.0,7865.0,7626.0,0.0,15757.0,16343.0,0.0,847.8,813.1,786.5,762.6,0.0,787.85,817.15,0.0,2.75,4.5,1.5,2.25,2.5
11700,31710,1,blkTestCatAAp,48,2,1800,Avoid,1,1243,Explicit,s.3045d93c-f3c2-4a4b-888e-ed0b1adb5c6b.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,1318,R_5iNGsiprEupVOhj,56,Female,Female,Black or African American alone,Absolutely not true,Slightly liberal,28208,Education,nsGpuKJ7gh,100,1,6.0,4,3,5,5,51,3,6.0,3,4,4,4,3,4,4,3,3,3,5,3,3,3,3,4,4,2,4,3,4,4,3,4,all clear,,yes,0.975,black,male,7838.0,14081.0,10748.0,16517.0,0.0,30598.0,18586.0,0.0,783.8,1564.5555555555557,1074.8,1651.7,0.0,1610.421052631579,929.3,0.0,3.5,3.75,3.0,4.25,2.75
11739,31810,1,blkTestCatAAp,56,2,2000,Avoid,1,954,Explicit,s.bab0ba34-c718-4c06-b807-97527c522f1d.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,2911,R_reG4RWxF7gadxzb,35,Male,Male,Black or African American alone,Absolutely not true,Slightly conservative,77080,Other,t2XDNVGNHF,100,2,7.0,2,3,All,All,75,3,6.0,3,5,None,None,3,4,4,1,5,2,3,3,2,5,4,3,4,2,4,2,4,3,3,5,"No, I felt like the questioning was clear and easy to understand ",None,yes,0.9,black,female,7003.0,8928.0,9658.0,10219.0,0.0,19147.0,16661.0,0.0,875.375,892.8,1207.25,1021.9,0.0,957.35,1041.3125,0.0,4.75,3.5,2.75,3.5,2.0
11775,31911,1,blkTestCatAAp,35,1,2000,Approach,1,1798,Explicit,s.bbc21a57-bf54-44ef-ae8e-e14bdc162fed.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,3440,R_2wsHjBiVwgQBhmo,70,Male,Male,Black or African American alone,Absolutely not true,Moderate,30017,Utilities,vMueZ37fPW,91,3,6.0,3,4,3,5,100,3,5.0,5,5,2,None,5,5,5,3,5,5,5,5,3,5,5,5,5,1,5,5,5,5,1,5,No,Very different!,yes,0.775,white,male,10574.0,19266.0,12687.0,10062.0,0.0,29328.0,23261.0,0.0,1762.3333333333333,1926.6,1585.875,1437.4285714285713,0.0,1725.1764705882354,1661.5,0.0,5.0,5.0,5.0,5.0,2.0
11806,32010,1,blkTestCatAAp,63,2,1400,Avoid,1,1632,Explicit,s.041f1ec8-35a0-4041-9278-f592b663ae82.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,1408,R_1NtACArpsH97SUt,57,Female,Female,Black or African American alone,Absolutely not true,Moderate,19149,Other,w7RqhO3zDB,100,3,6.0,5,5,5,5,40,4,4.0,3,3,2,2,3,5,4,3,4,4,4,5,2,3,4,3,5,2,4,4,4,5,1,5,No,No,yes,0.9,black,female,8174.0,18074.0,12002.0,13322.0,0.0,31396.0,20176.0,0.0,1021.75,1807.4,1500.25,1332.2,0.0,1569.8,1261.0,0.0,4.0,4.75,3.75,4.0,2.0
11842,32110,1,blkTestCatAAp,54,2,1700,Avoid,1,3268,Explicit,s.a9ed43c9-69bc-4a17-8b17-7ed1045e130f.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,908,R_10ZQkk40YwuXsoW,30,Female,Female,Black or African American alone,Absolutely not true,Moderate,77051,Other,yaEL53OKg4,100,1,7.0,All,All,3,4,32,5,3.0,All,All,None,None,4,5,2,3,5,4,2,4,1,5,5,5,2,1,5,5,5,3,4,5,No All was easy to understand.,Nope Im all set.,yes,0.875,black,male,7415.0,12505.0,7376.0,9777.0,0.0,22282.0,14791.0,0.0,926.875,1250.5,922.0,1086.3333333333333,0.0,1172.7368421052631,924.4375,0.0,5.0,2.75,4.5,4.25,2.25
11877,32210,1,blkTestCatAAp,38,1,800,Approach,1,772,Explicit,s.6f7dff3f-3d0d-4712-afe9-130f4001b672.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,1013,R_2yfMejNYsJMMgWk,38,Female,Female,Black or African American alone,Absolutely not true,Liberal,48076,Other,ZUVvmnpNQs,100,1,7.0,4,4,5,5,50,4,4.0,5,5,3,2,3,5,3,1,5,3,5,4,2,5,3,4,4,1,5,4,5,5,2,5,No,No,yes,0.925,white,female,6478.0,8021.0,7184.0,7616.0,0.0,15637.0,13662.0,0.0,809.75,802.1,798.2222222222222,761.6,0.0,781.85,803.6470588235294,0.0,5.0,4.0,3.25,4.75,1.5
11914,32310,1,blkTestCatAAp,53,2,2000,Avoid,1,1277,Explicit,s.54653494-8512-458e-8d69-35637be0be15.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,961,R_XzUnYHZ8UcX8cP7,34,Female,Female,Black or African American alone,Absolutely not true,Moderate,30519,Education,tzanfF2AvF,87,2,5.0,4,2,5,All,51,3,4.0,4,5,3,2,3,4,5,3,3,2,3,5,2,3,3,4,5,3,3,2,3,5,3,3,no,no,yes,0.9,black,male,11658.0,8628.0,12027.0,13469.0,0.0,22097.0,23685.0,0.0,1295.3333333333333,1078.5,1336.3333333333333,1346.9,0.0,1227.611111111111,1315.8333333333333,0.0,3.0,5.0,2.5,3.5,2.75
11950,32410,1,blkTestCatAAp,41,1,1200,Approach,1,4681,Explicit,s.029c3ed3-ef59-448e-a670-fc6704b14441.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,1311,R_3FRpqx6H346lDpS,52,Female,Female,Black or African American alone,Absolutely not true,Liberal,64130,Other,qq5df8qbZE,100,3,6.0,All,3,All,All,50,6,,All,All,2,2,5,5,4,2,5,4,3,5,1,5,5,4,5,2,5,5,5,5,2,5,No,No,yes,0.875,white,female,12326.0,12713.0,12230.0,18604.0,0.0,31317.0,24556.0,0.0,1540.75,1412.5555555555557,1528.75,1860.4,0.0,1648.2631578947369,1534.75,0.0,5.0,4.75,4.75,4.25,1.75
11985,32510,1,blkTestCatAAp,61,2,800,Avoid,1,1200,Explicit,s.4dc7a697-72f1-4842-aae1-ebb419273e08.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,956,R_DSPL2645eOgYwSd,26,Female,Female,Black or African American alone,Absolutely not true,Liberal,11225,Other,vSNVLSmEJR,98,1,6.0,All,All,5,5,27,6,,4,All,2,2,4,4,2,3,5,4,5,3,2,4,5,4,3,1,3,4,3,4,4,5,I am curious to know about the meaning behind the color of the names and why they are repeated so much. Also some of the names genuinely could go either way.,Even though I won't know more about this study I am curious about it. ,yes,0.875,black,female,7218.0,7964.0,6531.0,7860.0,0.0,15824.0,13749.0,0.0,802.0,884.8888888888889,933.0,786.0,0.0,832.8421052631579,859.3125,0.0,4.25,3.0,4.25,4.0,2.5
12020,32610,1,blkTestCatAAp,28,1,1300,Approach,1,1020,Explicit,s.27f94d06-13ed-40bb-979b-cd7cc69a7419.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,1312,R_3m9y3vymuOFIUnr,58,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Slightly liberal,98502,Other,kCqp7vWGHn,57,1,1.0,3,None,None,None,89,3,6.0,4,All,All,All,3,4,2,4,5,3,4,2,1,4,3,4,4,3,5,3,4,2,3,5,,,yes,0.9,white,male,13046.0,12106.0,13899.0,11434.0,0.0,23540.0,26945.0,0.0,1304.6,1513.25,1544.3333333333333,1270.4444444444443,0.0,1384.7058823529412,1418.157894736842,0.0,4.75,2.5,3.0,4.0,2.75
12056,32711,1,blkTestCatAAp,39,1,1500,Approach,1,1093,Explicit,s.f4c97343-86e5-411b-acd3-0d1c0989f3a3.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,1309,R_2bIvOTc3AaqV06D,75,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Slightly conservative,34209,Education,WQWWrv2cET,60,2,6.0,3,4,3,3,60,3,5.0,All,All,All,5,2,4,2,1,5,4,3,4,2,5,4,5,3,2,5,4,5,5,2,5,Some of the Instructions.,It felt like it might have an agenda.,yes,0.975,white,female,13242.0,15022.0,11280.0,11608.0,0.0,26630.0,24522.0,0.0,1324.2,1502.2,1253.3333333333333,1160.8,0.0,1331.5,1290.6315789473683,0.0,5.0,3.5,3.5,4.25,1.75
12095,32810,1,blkTestCatAAp,35,1,1100,Approach,1,2309,Explicit,s.fc4913ac-d353-4426-aecd-09c2391d2571.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,955,R_Y9wzZcoWyu5JEC5,60,Female,Female,Black or African American alone,Absolutely not true,Moderate,30021,Other,KWWzQfwRvv,100,1,7.0,All,All,All,All,88,4,4.0,5,5,5,2,2,5,5,5,5,3,4,3,2,3,3,5,4,3,3,2,3,3,5,5,no,no,yes,0.8,white,male,10634.0,9536.0,7782.0,12675.0,0.0,22211.0,18416.0,0.0,1329.25,1192.0,1297.0,1267.5,0.0,1233.9444444444443,1315.4285714285713,0.0,4.0,3.75,2.5,4.25,3.75
12127,32910,1,blkTestCatAAp,60,2,1400,Avoid,1,1429,Explicit,s.f169e5b9-cacf-40ae-a0ea-4338a1a8308d.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,910,R_3PZgMbx14HNruek,36,Female,Female,Black or African American alone,Absolutely not true,Strongly liberal,39209,Health care,NQzGbj4rSO,30,2,6.0,3,3,3,3,100,1,7.0,3,4,3,3,1,5,3,1,5,1,4,5,1,5,1,5,5,1,5,1,4,5,2,5,No,No,yes,0.925,black,female,14216.0,13201.0,11000.0,10482.0,0.0,23683.0,25216.0,0.0,1421.6,1466.7777777777778,1375.0,1048.2,0.0,1246.4736842105262,1400.888888888889,0.0,5.0,4.5,1.0,4.5,1.25
12164,33010,1,blkTestCatAAp,58,2,2000,Avoid,1,659,Explicit,s.14dc80d7-e3b3-4c93-8f65-a05d26c02d1f.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,621,R_3QMOfl6Ry7JJx2P,27,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,75025,Other,aZdTAasCP4,85,1,6.0,5,5,5,4,85,1,6.0,5,5,5,5,4,4,4,3,4,4,3,4,2,3,4,4,3,2,4,4,4,4,4,4,nothing was unclear,Well done!,yes,0.85,black,female,6018.0,5277.0,6268.0,5467.0,0.0,10744.0,12286.0,0.0,601.8,659.625,783.5,683.375,0.0,671.5,682.5555555555555,0.0,3.75,3.75,4.0,3.75,2.75
12198,33110,1,blkTestCatAAp,45,1,1400,Approach,1,513,Explicit,s.58d38955-d736-44f0-bf38-eb9d4051a237.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,817,R_2fIjrebfdl8CQId,34,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Liberal,44310,Other,fpg7mv9FL7,96,4,6.0,5,None,5,All,66,6,5.0,5,All,5,None,2,5,4,4,5,2,4,2,2,3,4,5,5,3,3,2,4,3,3,4,No,No,yes,0.9,white,female,5898.0,5519.0,5079.0,3773.0,0.0,9292.0,10977.0,0.0,589.8,551.9,564.3333333333334,539.0,0.0,546.5882352941177,577.7368421052631,0.0,3.75,3.5,2.5,4.5,3.0
12234,33210,1,blkTestCatAAp,43,1,1400,Approach,1,724,Explicit,s.517e7c8d-a1db-4487-8ca1-3d73f6b0b507.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,1118,R_dmwl8XeCs7ZAc6d,19,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,43113,Other,5ASFAxdsex,68,1,5.0,2,5,3,2,60,2,6.0,All,All,All,5,2,3,3,2,4,2,3,4,3,3,1,2,4,2,3,2,4,4,3,4,Nothing was unclear to me.,I thought it was interesting and I liked the interactive game.,yes,0.925,white,female,5630.0,5530.0,6857.0,7298.0,0.0,12828.0,12487.0,0.0,625.5555555555555,691.25,685.7,729.8,0.0,712.6666666666666,657.2105263157895,0.0,3.5,3.75,1.75,3.0,2.5
12271,33310,1,blkTestCatAAp,35,1,1500,Approach,1,1006,Explicit,s.06d8a805-d8e0-4a1d-945c-005640facc51.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,800,R_3qjwxKYDGrJInVT,33,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,14456,Other,suT9Vm5kjU,50,2,6.0,3,3,2,None,50,2,6.0,4,5,5,All,4,4,3,2,3,3,3,5,3,3,4,4,3,3,3,4,4,1,3,3,No,No,yes,0.975,white,male,8266.0,9716.0,8046.0,9114.0,0.0,18830.0,16312.0,0.0,826.6,1079.5555555555557,804.6,911.4,0.0,991.0526315789474,815.6,0.0,3.0,3.0,3.75,3.75,2.75
12310,33410,1,blkTestCatAAp,30,1,1800,Approach,1,797,Explicit,s.b44e967b-d56e-4fba-b625-211a5bc92af9.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,794,R_1MJNsTnVS3jssUu,30,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,53120,Health care,FgPmKLW48x,61,1,6.0,2,3,2,None,66,5,4.0,All,5,All,All,1,5,5,4,4,2,4,2,4,4,1,5,4,3,3,2,3,3,4,4,No,No,yes,0.975,white,male,8322.0,7244.0,8740.0,8662.0,0.0,15906.0,17062.0,0.0,832.2,804.8888888888889,874.0,866.2,0.0,837.1578947368421,853.1,0.0,3.75,3.5,1.5,4.25,3.75
12349,33510,1,blkTestCatAAp,26,1,1600,Approach,1,625,Explicit,s.a198a053-b853-45df-8ee6-2c61ed6a8841.txt,Names_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,866,R_1Ny1NYYtb3quZb9,30,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,54935,Other,WM7BBARPsG,51,4,4.0,None,3,None,None,51,4,4.0,All,5,All,All,3,4,4,2,3,4,4,4,3,3,3,4,4,2,4,4,4,4,2,4,no,no,yes,0.95,white,male,6687.0,7605.0,6833.0,8184.0,0.0,15789.0,13520.0,0.0,668.7,760.5,854.125,818.4,0.0,789.45,751.1111111111111,0.0,3.5,4.0,3.5,4.0,2.25
